
Stonks
---------------
TIME,ACTUAL,FORECAST,SALE,BUY,PENALTY,WASTED,CIH
28-Jul-2020 16:00UTC,14000,13355,133550,0,0,6450,18007250
28-Jul-2020 17:00UTC,14000,13497,134970,0,0,5030,18142220
28-Jul-2020 18:00UTC,14250,12240,122400,0,0,20100,18264620
28-Jul-2020 19:00UTC,14500,8744,87440,0,0,57560,18352060
28-Jul-2020 20:00UTC,20000,10455,104550,0,0,95450,18456610
28-Jul-2020 21:00UTC,22500,14914,149140,0,0,75860,18605750
28-Jul-2020 22:00UTC,25500,15370,153700,0,0,101300,18759450
28-Jul-2020 23:00UTC,21000,14186,141860,0,0,68140,18901310

Oracle
---------------
TIME,ACTUAL,FORECAST,SALE,BUY,PENALTY,WASTED,CIH
22-Jul-2020 00:00UTC,53000,0,0,0,0,530000,10000000
22-Jul-2020 01:00UTC,54750,0,0,0,0,547500,10000000
22-Jul-2020 02:00UTC,47000,0,0,0,0,470000,10000000
22-Jul-2020 03:00UTC,40500,0,0,0,0,405000,10000000
22-Jul-2020 04:00UTC,36000,0,0,0,0,360000,10000000
22-Jul-2020 05:00UTC,23000,0,0,0,0,230000,10000000
22-Jul-2020 06:00UTC,14750,0,0,0,0,147500,10000000
22-Jul-2020 07:00UTC,10250,0,0,0,0,102500,10000000
22-Jul-2020 08:00UTC,6750,0,0,0,0,67500,10000000
22-Jul-2020 09:00UTC,8250,0,0,0,0,82500,10000000
22-Jul-2020 10:00UTC,9500,0,0,0,0,95000,10000000
22-Jul-2020 11:00UTC,8000,0,0,0,0,80000,10000000
22-Jul-2020 12:00UTC,6750,0,0,0,0,67500,10000000
22-Jul-2020 13:00UTC,7000,0,0,0,0,70000,10000000
22-Jul-2020 14:00UTC,8750,0,0,0,0,87500,10000000
22-Jul-2020 15:00UTC,10500,0,0,0,0,105000,10000000
22-Jul-2020 16:00UTC,8750,0,0,0,0,87500,10000000
22-Jul-2020 17:00UTC,8750,6048,60480,0,0,27020,10060480
22-Jul-2020 18:00UTC,10000,5212,52120,0,0,47880,10112600
22-Jul-2020 19:00UTC,13000,5539,55390,0,0,74610,10167990
22-Jul-2020 20:00UTC,20250,7203,72030,0,0,130470,10240020
22-Jul-2020 21:00UTC,32500,11301,113010,0,0,211990,10353030
22-Jul-2020 22:00UTC,22250,13054,130540,0,0,91960,10483570
22-Jul-2020 23:00UTC,18250,14116,141160,0,0,41340,10624730
23-Jul-2020 00:00UTC,21750,12774,127740,0,0,89760,10752470
23-Jul-2020 01:00UTC,23750,11461,114610,0,0,122890,10867080
23-Jul-2020 02:00UTC,23500,10831,108310,0,0,126690,10975390
23-Jul-2020 03:00UTC,16500,10753,107530,0,0,57470,11082920
23-Jul-2020 04:00UTC,10000,10516,100000,10320,0,0,11172600
23-Jul-2020 05:00UTC,5750,9082,57500,66640,0,0,11163460
23-Jul-2020 06:00UTC,5250,5908,52500,13160,0,0,11202800
23-Jul-2020 07:00UTC,6000,5186,51860,0,0,8140,11254660
23-Jul-2020 08:00UTC,6000,3961,39610,0,0,20390,11294270
23-Jul-2020 09:00UTC,6000,3871,38710,0,0,21290,11332980
23-Jul-2020 10:00UTC,6000,3431,34310,0,0,25690,11367290
23-Jul-2020 11:00UTC,6000,3688,36880,0,0,23120,11404170
23-Jul-2020 12:00UTC,5500,4218,42180,0,0,12820,11446350
23-Jul-2020 13:00UTC,5000,4238,42380,0,0,7620,11488730
23-Jul-2020 14:00UTC,5750,1098,10980,0,0,46520,11499710
23-Jul-2020 15:00UTC,5250,1556,15560,0,0,36940,11515270
23-Jul-2020 16:00UTC,5250,511,5110,0,0,47390,11520380
23-Jul-2020 17:00UTC,5000,0,0,0,0,50000,11520380
23-Jul-2020 18:00UTC,7250,0,0,0,0,72500,11520380
23-Jul-2020 19:00UTC,15250,0,0,0,0,152500,11520380
23-Jul-2020 20:00UTC,14750,0,0,0,0,147500,11520380
23-Jul-2020 21:00UTC,21500,4161,41610,0,0,173390,11561990
23-Jul-2020 22:00UTC,27500,5881,58810,0,0,216190,11620800
23-Jul-2020 23:00UTC,18500,3953,39530,0,0,145470,11660330
24-Jul-2020 00:00UTC,16250,7587,75870,0,0,86630,11736200
24-Jul-2020 01:00UTC,14000,8241,82410,0,0,57590,11818610
24-Jul-2020 02:00UTC,11750,6504,65040,0,0,52460,11883650
24-Jul-2020 03:00UTC,12250,6984,69840,0,0,52660,11953490
24-Jul-2020 04:00UTC,11000,7412,74120,0,0,35880,12027610
24-Jul-2020 05:00UTC,8750,8316,83160,0,0,4340,12110770
24-Jul-2020 06:00UTC,6750,10021,67500,65420,0,0,12112850
24-Jul-2020 07:00UTC,6250,8569,62500,46380,0,0,12128970
24-Jul-2020 08:00UTC,5250,8536,52500,65720,0,0,12115750
24-Jul-2020 09:00UTC,5000,8410,50000,68200,0,0,12097550
24-Jul-2020 10:00UTC,6500,8056,65000,31120,0,0,12131430
24-Jul-2020 11:00UTC,9500,10426,95000,18520,0,0,12207910
24-Jul-2020 12:00UTC,11500,9964,99640,0,0,15360,12307550
24-Jul-2020 13:00UTC,10000,22876,100000,257520,0,0,12150030
24-Jul-2020 14:00UTC,9000,24829,90000,316580,0,0,11923450
24-Jul-2020 15:00UTC,8750,28956,87500,404120,0,0,11606830
24-Jul-2020 16:00UTC,9250,25606,92500,327120,0,0,11372210
24-Jul-2020 17:00UTC,11250,19860,112500,172200,0,0,11312510
24-Jul-2020 18:00UTC,9500,18956,95000,189120,0,0,11218390
24-Jul-2020 19:00UTC,8000,13501,80000,110020,0,0,11188370
24-Jul-2020 20:00UTC,7000,10620,70000,72400,0,0,11185970
24-Jul-2020 21:00UTC,5250,11269,52500,120380,0,0,11118090
24-Jul-2020 22:00UTC,5250,12028,52500,135560,0,0,11035030
24-Jul-2020 23:00UTC,5750,12313,57500,131260,0,0,10961270
25-Jul-2020 00:00UTC,5000,14290,50000,185800,0,0,10825470
25-Jul-2020 01:00UTC,5000,15809,50000,216180,0,0,10659290
25-Jul-2020 02:00UTC,6250,12593,62500,126860,0,0,10594930
25-Jul-2020 03:00UTC,6500,14169,65000,153380,0,0,10506550
25-Jul-2020 04:00UTC,7000,17247,70000,204940,0,0,10371610
25-Jul-2020 05:00UTC,6750,22493,67500,314860,0,0,10124250
25-Jul-2020 06:00UTC,5500,26614,55000,422280,0,0,9756970
25-Jul-2020 07:00UTC,5750,26635,57500,417700,0,0,9396770
25-Jul-2020 08:00UTC,9250,29574,92500,406480,0,0,9082790
25-Jul-2020 09:00UTC,16250,32873,162500,332460,0,0,8912830
25-Jul-2020 10:00UTC,31500,31573,315000,1460,0,0,9226370
25-Jul-2020 11:00UTC,38500,35016,350160,0,0,34840,9576530
25-Jul-2020 12:00UTC,36500,40463,365000,79260,0,0,9862270
25-Jul-2020 13:00UTC,36000,42545,360000,130900,0,0,10091370
25-Jul-2020 14:00UTC,46500,49770,465000,65400,0,0,10490970
25-Jul-2020 15:00UTC,48750,52389,487500,72780,0,0,10905690
25-Jul-2020 16:00UTC,42250,48676,422500,128520,0,0,11199670
25-Jul-2020 17:00UTC,34000,44498,340000,209960,0,0,11329710
25-Jul-2020 18:00UTC,29250,37447,292500,163940,0,0,11458270
25-Jul-2020 19:00UTC,29000,38926,290000,198520,0,0,11549750
25-Jul-2020 20:00UTC,24500,23109,231090,0,0,13910,11780840
25-Jul-2020 21:00UTC,39000,19251,192510,0,0,197490,11973350
25-Jul-2020 22:00UTC,42750,22485,224850,0,0,202650,12198200
25-Jul-2020 23:00UTC,41250,25324,253240,0,0,159260,12451440
26-Jul-2020 00:00UTC,32500,30504,305040,0,0,19960,12756480
26-Jul-2020 01:00UTC,35000,29329,293290,0,0,56710,13049770
26-Jul-2020 02:00UTC,46250,25272,252720,0,0,209780,13302490
26-Jul-2020 03:00UTC,43000,23230,232300,0,0,197700,13534790
26-Jul-2020 04:00UTC,21500,23307,215000,36140,0,0,13713650
26-Jul-2020 05:00UTC,10250,22820,102500,251400,0,0,13564750
26-Jul-2020 06:00UTC,7750,21568,77500,276360,0,0,13365890
26-Jul-2020 07:00UTC,12750,23479,127500,214580,0,0,13278810
26-Jul-2020 08:00UTC,15250,27906,152500,253120,0,0,13178190
26-Jul-2020 09:00UTC,16750,28646,167500,237920,0,0,13107770
26-Jul-2020 10:00UTC,21750,30086,217500,166720,0,0,13158550
26-Jul-2020 11:00UTC,24750,33369,247500,172380,0,0,13233670
26-Jul-2020 12:00UTC,26250,22620,226200,0,0,36300,13459870
26-Jul-2020 13:00UTC,22750,23609,227500,17180,0,0,13670190
26-Jul-2020 14:00UTC,21250,21514,212500,5280,0,0,13877410
26-Jul-2020 15:00UTC,15750,23152,157500,148040,0,0,13886870
26-Jul-2020 16:00UTC,11500,22037,115000,210740,0,0,13791130
26-Jul-2020 17:00UTC,9500,20789,95000,225780,0,0,13660350
26-Jul-2020 18:00UTC,5750,17223,57500,229460,0,0,13488390
26-Jul-2020 19:00UTC,5000,15520,50000,210400,0,0,13327990
26-Jul-2020 20:00UTC,5500,11352,55000,117040,0,0,13265950
26-Jul-2020 21:00UTC,6000,12575,60000,131500,0,0,13194450
26-Jul-2020 22:00UTC,6000,11222,60000,104440,0,0,13150010
26-Jul-2020 23:00UTC,5250,7689,52500,48780,0,0,13153730
27-Jul-2020 00:00UTC,5500,6683,55000,23660,0,0,13185070
27-Jul-2020 01:00UTC,6000,7899,60000,37980,0,0,13207090
27-Jul-2020 02:00UTC,8500,9727,85000,24540,0,0,13267550
27-Jul-2020 03:00UTC,15500,9148,91480,0,0,63520,13359030
27-Jul-2020 04:00UTC,25250,8549,85490,0,0,167010,13444520
27-Jul-2020 05:00UTC,19500,10061,100610,0,0,94390,13545130
27-Jul-2020 06:00UTC,11000,8209,82090,0,0,27910,13627220
27-Jul-2020 07:00UTC,9000,9741,90000,14820,0,0,13702400
27-Jul-2020 08:00UTC,27750,14877,148770,0,0,128730,13851170
27-Jul-2020 09:00UTC,33250,13806,138060,0,0,194440,13989230
27-Jul-2020 10:00UTC,36750,20970,209700,0,0,157800,14198930
27-Jul-2020 11:00UTC,44250,23251,232510,0,0,209990,14431440
27-Jul-2020 12:00UTC,50750,26265,262650,0,0,244850,14694090
27-Jul-2020 13:00UTC,60250,34305,343050,0,0,259450,15037140
27-Jul-2020 14:00UTC,61500,54327,543270,0,0,71730,15580410
27-Jul-2020 15:00UTC,63500,57482,574820,0,0,60180,16155230
27-Jul-2020 16:00UTC,62500,55092,550920,0,0,74080,16706150
27-Jul-2020 17:00UTC,69500,56185,561850,0,0,133150,17268000
27-Jul-2020 18:00UTC,65000,52804,528040,0,0,121960,17796040
27-Jul-2020 19:00UTC,57000,51296,512960,0,0,57040,18309000
27-Jul-2020 20:00UTC,45000,37877,378770,0,0,71230,18687770
27-Jul-2020 21:00UTC,40000,34876,348760,0,0,51240,19036530
27-Jul-2020 22:00UTC,36750,35262,352620,0,0,14880,19389150
27-Jul-2020 23:00UTC,28750,33330,287500,91600,0,0,19585050
28-Jul-2020 00:00UTC,28000,35653,280000,153060,0,0,19711990
28-Jul-2020 01:00UTC,39000,32042,320420,0,0,69580,20032410
28-Jul-2020 02:00UTC,31000,24467,244670,0,0,65330,20277080
28-Jul-2020 03:00UTC,31250,22368,223680,0,0,88820,20500760
28-Jul-2020 04:00UTC,31000,23987,239870,0,0,70130,20740630
28-Jul-2020 05:00UTC,20000,11631,116310,0,0,83690,20856940
28-Jul-2020 06:00UTC,17750,10215,102150,0,0,75350,20959090
28-Jul-2020 07:00UTC,16750,5000,50000,0,0,117500,21009090
28-Jul-2020 08:00UTC,16250,5000,50000,0,0,112500,21059090
28-Jul-2020 09:00UTC,22000,5000,50000,0,0,170000,21109090
28-Jul-2020 10:00UTC,20250,9772,97720,0,0,104780,21206810
28-Jul-2020 11:00UTC,18250,10956,109560,0,0,72940,21316370
28-Jul-2020 12:00UTC,17250,16660,166600,0,0,5900,21482970
28-Jul-2020 13:00UTC,16000,19427,160000,68540,0,0,21574430
28-Jul-2020 14:00UTC,16500,22189,165000,113780,0,0,21625650
28-Jul-2020 15:00UTC,17000,31528,170000,290560,0,0,21505090
28-Jul-2020 16:00UTC,14000,32566,140000,371320,0,0,21273770
28-Jul-2020 17:00UTC,14000,44537,140000,610740,0,0,20803030
28-Jul-2020 18:00UTC,14250,45981,142500,634620,0,0,20310910
28-Jul-2020 19:00UTC,14500,35057,145000,411140,0,0,20044770
28-Jul-2020 20:00UTC,20000,29172,200000,183440,0,0,20061330
28-Jul-2020 21:00UTC,22500,19519,195190,0,0,29810,20256520
28-Jul-2020 22:00UTC,25500,18603,186030,0,0,68970,20442550
28-Jul-2020 23:00UTC,21000,14666,146660,0,0,63340,20589210

StonkasTheWonkas
---------------
TIME,ACTUAL,FORECAST,SALE,BUY,PENALTY,WASTED,CIH
22-Jul-2020 00:00UTC,53000,0,0,0,0,530000,10000000
22-Jul-2020 01:00UTC,54750,0,0,0,0,547500,10000000
22-Jul-2020 02:00UTC,47000,0,0,0,0,470000,10000000
22-Jul-2020 03:00UTC,40500,0,0,0,0,405000,10000000
22-Jul-2020 04:00UTC,36000,0,0,0,0,360000,10000000
22-Jul-2020 05:00UTC,23000,0,0,0,0,230000,10000000
22-Jul-2020 06:00UTC,14750,0,0,0,0,147500,10000000
22-Jul-2020 07:00UTC,10250,0,0,0,0,102500,10000000
22-Jul-2020 08:00UTC,6750,0,0,0,0,67500,10000000
22-Jul-2020 09:00UTC,8250,0,0,0,0,82500,10000000
22-Jul-2020 10:00UTC,9500,0,0,0,0,95000,10000000
22-Jul-2020 11:00UTC,8000,0,0,0,0,80000,10000000
22-Jul-2020 12:00UTC,6750,0,0,0,0,67500,10000000
22-Jul-2020 13:00UTC,7000,0,0,0,0,70000,10000000
22-Jul-2020 14:00UTC,8750,0,0,0,0,87500,10000000
22-Jul-2020 15:00UTC,10500,0,0,0,0,105000,10000000
22-Jul-2020 16:00UTC,8750,0,0,0,0,87500,10000000
22-Jul-2020 17:00UTC,8750,0,0,0,0,87500,10000000
22-Jul-2020 18:00UTC,10000,0,0,0,0,100000,10000000
22-Jul-2020 19:00UTC,13000,0,0,0,0,130000,10000000
22-Jul-2020 20:00UTC,20250,55538,202500,705754,0,0,9496746
22-Jul-2020 21:00UTC,32500,47751,325000,305028,0,0,9516718
22-Jul-2020 22:00UTC,22250,41373,222500,382451,0,0,9356768
22-Jul-2020 23:00UTC,18250,40744,182500,449873,0,0,9089396
23-Jul-2020 00:00UTC,21750,23459,217500,34182,0,0,9272714
23-Jul-2020 01:00UTC,23750,16156,161558,0,0,75942,9434271
23-Jul-2020 02:00UTC,23500,9448,94484,0,0,140516,9528754
23-Jul-2020 03:00UTC,16500,6562,65624,0,0,99376,9594377
23-Jul-2020 04:00UTC,10000,8361,83614,0,0,16386,9677991
23-Jul-2020 05:00UTC,5750,10421,57500,93420,0,0,9642072
23-Jul-2020 06:00UTC,5250,9223,52500,79453,0,0,9615119
23-Jul-2020 07:00UTC,6000,6816,60000,16318,0,0,9658802
23-Jul-2020 08:00UTC,6000,7250,60000,25003,0,0,9693800
23-Jul-2020 09:00UTC,6000,8383,60000,47660,0,0,9706141
23-Jul-2020 10:00UTC,6000,8066,60000,41326,0,0,9724816
23-Jul-2020 11:00UTC,6000,8239,60000,44781,0,0,9740035
23-Jul-2020 12:00UTC,5500,9451,55000,79024,0,0,9716012
23-Jul-2020 13:00UTC,5000,10187,50000,103731,0,0,9662282
23-Jul-2020 14:00UTC,5750,13500,57500,154991,0,0,9564791
23-Jul-2020 15:00UTC,5250,20652,52500,308035,0,0,9309257
23-Jul-2020 16:00UTC,5250,34514,52500,585289,0,0,8776469
23-Jul-2020 17:00UTC,5000,22805,50000,356099,0,0,8470370
23-Jul-2020 18:00UTC,7250,18494,72500,224873,0,0,8317997
23-Jul-2020 19:00UTC,15250,22768,152500,150355,0,0,8320142
23-Jul-2020 20:00UTC,14750,23538,147500,175755,0,0,8291887
23-Jul-2020 21:00UTC,21500,25448,215000,78965,0,0,8427923
23-Jul-2020 22:00UTC,27500,17990,179903,0,0,95097,8607826
23-Jul-2020 23:00UTC,18500,10318,103184,0,0,81816,8711009
24-Jul-2020 00:00UTC,16250,6887,68871,0,0,93629,8779880
24-Jul-2020 01:00UTC,14000,5671,56711,0,0,83289,8836590
24-Jul-2020 02:00UTC,11750,6038,60376,0,0,57124,8896966
24-Jul-2020 03:00UTC,12250,8676,86762,0,0,35738,8983728
24-Jul-2020 04:00UTC,11000,6166,61663,0,0,48337,9045390
24-Jul-2020 05:00UTC,8750,32558,87500,476158,0,0,8656732
24-Jul-2020 06:00UTC,6750,6081,60811,0,0,6689,8717542
24-Jul-2020 07:00UTC,6250,5999,59989,0,0,2511,8777531
24-Jul-2020 08:00UTC,5250,4781,47810,0,0,4690,8825340
24-Jul-2020 09:00UTC,5000,7062,50000,41238,0,0,8834102
24-Jul-2020 10:00UTC,6500,5387,53875,0,0,11125,8887976
24-Jul-2020 11:00UTC,9500,5826,58256,0,0,36744,8946231
24-Jul-2020 12:00UTC,11500,5478,54779,0,0,60221,9001010
24-Jul-2020 13:00UTC,10000,8645,86454,0,0,13546,9087463
24-Jul-2020 14:00UTC,9000,15685,90000,133708,0,0,9043756
24-Jul-2020 15:00UTC,8750,15874,87500,142488,0,0,8988769
24-Jul-2020 16:00UTC,9250,20841,92500,231827,0,0,8849443
24-Jul-2020 17:00UTC,11250,27533,112500,325669,0,0,8636274
24-Jul-2020 18:00UTC,9500,17682,95000,163639,0,0,8567635
24-Jul-2020 19:00UTC,8000,16223,80000,164453,0,0,8483183
24-Jul-2020 20:00UTC,7000,14225,70000,144492,0,0,8408691
24-Jul-2020 21:00UTC,5250,13020,52500,155392,0,0,8305799
24-Jul-2020 22:00UTC,5250,12915,52500,153294,0,0,8205005
24-Jul-2020 23:00UTC,5750,11265,57500,110306,0,0,8152200
25-Jul-2020 00:00UTC,5000,8854,50000,77083,0,0,8125117
25-Jul-2020 01:00UTC,5000,8503,50000,70059,0,0,8105059
25-Jul-2020 02:00UTC,6250,24588,62500,366764,0,0,7800795
25-Jul-2020 03:00UTC,6500,5437,54372,0,0,10628,7855166
25-Jul-2020 04:00UTC,7000,7996,70000,19914,0,0,7905252
25-Jul-2020 05:00UTC,6750,8373,67500,32451,0,0,7940301
25-Jul-2020 06:00UTC,5500,9899,55000,87976,0,0,7907325
25-Jul-2020 07:00UTC,5750,13956,57500,164125,0,0,7800701
25-Jul-2020 08:00UTC,9250,10239,92500,19778,0,0,7873423
25-Jul-2020 09:00UTC,16250,29021,162500,255423,0,0,7780501
25-Jul-2020 10:00UTC,31500,10388,103883,0,0,211117,7884384
25-Jul-2020 11:00UTC,38500,9343,93428,0,0,291572,7977811
25-Jul-2020 12:00UTC,36500,9008,90076,0,0,274924,8067886
25-Jul-2020 13:00UTC,36000,10566,105661,0,0,254339,8173547
25-Jul-2020 14:00UTC,46500,8929,89287,0,0,375713,8262833
25-Jul-2020 15:00UTC,48750,8937,89370,0,0,398130,8352202
25-Jul-2020 16:00UTC,42250,6311,63106,0,0,359394,8415308
25-Jul-2020 17:00UTC,34000,5715,57146,0,0,282854,8472453
25-Jul-2020 18:00UTC,29250,5867,58666,0,0,233834,8531119
25-Jul-2020 19:00UTC,29000,5732,57322,0,0,232678,8588441
25-Jul-2020 20:00UTC,24500,6533,65331,0,0,179669,8653771
25-Jul-2020 21:00UTC,39000,7151,71515,0,0,318485,8725285
25-Jul-2020 22:00UTC,42750,7171,71711,0,0,355789,8796996
25-Jul-2020 23:00UTC,41250,7412,74118,0,0,338382,8871113
26-Jul-2020 00:00UTC,32500,7818,78178,0,0,246822,8949290
26-Jul-2020 01:00UTC,35000,4952,49523,0,0,300477,8998812
26-Jul-2020 02:00UTC,46250,6575,65752,0,0,396748,9064563
26-Jul-2020 03:00UTC,43000,9461,94608,0,0,335392,9159170
26-Jul-2020 04:00UTC,21500,16760,167602,0,0,47398,9326772
26-Jul-2020 05:00UTC,10250,32264,102500,440283,0,0,8988989
26-Jul-2020 06:00UTC,7750,38779,77500,620582,0,0,8445907
26-Jul-2020 07:00UTC,12750,37076,127500,486525,0,0,8086883
26-Jul-2020 08:00UTC,15250,36549,152500,425987,0,0,7813397
26-Jul-2020 09:00UTC,16750,66640,167500,997798,0,0,6983100
26-Jul-2020 10:00UTC,21750,50391,217500,572822,0,0,6627778
26-Jul-2020 11:00UTC,24750,42819,247500,361381,0,0,6513898
26-Jul-2020 12:00UTC,26250,34105,262500,157108,0,0,6619291
26-Jul-2020 13:00UTC,22750,29872,227500,142437,0,0,6704354
26-Jul-2020 14:00UTC,21250,30275,212500,180509,0,0,6736346
26-Jul-2020 15:00UTC,15750,25026,157500,185516,0,0,6708330
26-Jul-2020 16:00UTC,11500,39341,115000,556819,0,0,6266512
26-Jul-2020 17:00UTC,9500,43399,95000,677989,0,0,5683523
26-Jul-2020 18:00UTC,5750,41858,57500,722163,0,0,5018861
26-Jul-2020 19:00UTC,5000,32414,50000,548286,0,0,4520575
26-Jul-2020 20:00UTC,5500,35768,55000,605352,0,0,3970224
26-Jul-2020 21:00UTC,6000,47334,60000,826679,0,0,3203545
26-Jul-2020 22:00UTC,6000,44245,60000,764897,0,0,2498648
26-Jul-2020 23:00UTC,5250,20805,52500,311097,0,0,2240051
27-Jul-2020 00:00UTC,5500,10904,55000,108078,0,0,2186973
27-Jul-2020 01:00UTC,6000,8052,60000,41044,0,0,2205929
27-Jul-2020 02:00UTC,8500,15945,85000,148904,0,0,2142025
27-Jul-2020 03:00UTC,15500,15864,155000,7273,0,0,2289753
27-Jul-2020 04:00UTC,25250,23681,236815,0,0,15685,2526567
27-Jul-2020 05:00UTC,19500,20750,195000,25002,0,0,2696565
27-Jul-2020 06:00UTC,11000,24621,110000,272411,0,0,2534154
27-Jul-2020 07:00UTC,9000,26046,90000,340919,0,0,2283235
27-Jul-2020 08:00UTC,27750,0,0,0,0,277500,2283235
27-Jul-2020 09:00UTC,33250,39017,332500,115332,0,0,2500404
27-Jul-2020 10:00UTC,36750,0,0,0,0,367500,2500404
27-Jul-2020 11:00UTC,44250,16627,166274,0,0,276226,2666677
27-Jul-2020 12:00UTC,50750,11923,119229,0,0,388271,2785906
27-Jul-2020 13:00UTC,60250,10184,101839,0,0,500661,2887744
27-Jul-2020 14:00UTC,61500,6340,63405,0,0,551595,2951148
27-Jul-2020 15:00UTC,63500,6109,61092,0,0,573908,3012239
27-Jul-2020 16:00UTC,62500,5928,59283,0,0,565717,3071522
27-Jul-2020 17:00UTC,69500,38116,381155,0,0,313845,3452677
27-Jul-2020 18:00UTC,65000,6241,62405,0,0,587595,3515082
27-Jul-2020 19:00UTC,57000,5038,50376,0,0,519624,3565457
27-Jul-2020 20:00UTC,45000,8018,80178,0,0,369822,3645635
27-Jul-2020 21:00UTC,40000,6042,60422,0,0,339578,3706057
27-Jul-2020 22:00UTC,36750,8754,87544,0,0,279956,3793601
27-Jul-2020 23:00UTC,28750,17058,170578,0,0,116922,3964179
28-Jul-2020 00:00UTC,28000,25933,259330,0,0,20670,4223509
28-Jul-2020 01:00UTC,39000,20949,209489,0,0,180511,4432997
28-Jul-2020 02:00UTC,31000,11334,113336,0,0,196664,4546333
28-Jul-2020 03:00UTC,31250,9099,90990,0,0,221510,4637322
28-Jul-2020 04:00UTC,31000,27593,275927,0,0,34073,4913248
28-Jul-2020 05:00UTC,20000,28339,200000,166772,0,0,4946476
28-Jul-2020 06:00UTC,17750,45650,177500,557999,0,0,4565978
28-Jul-2020 07:00UTC,16750,44294,167500,550878,0,0,4182600
28-Jul-2020 08:00UTC,16250,0,0,0,0,162500,4182600
28-Jul-2020 09:00UTC,22000,0,0,0,0,220000,4182600
28-Jul-2020 10:00UTC,20250,79513,202500,1185258,0,0,3199842
28-Jul-2020 11:00UTC,18250,60332,182500,841644,0,0,2540699
28-Jul-2020 12:00UTC,17250,0,0,0,0,172500,2540699
28-Jul-2020 13:00UTC,16000,0,0,0,0,160000,2540699
28-Jul-2020 14:00UTC,16500,0,0,0,0,165000,2540699
28-Jul-2020 15:00UTC,17000,0,0,0,0,170000,2540699
28-Jul-2020 16:00UTC,14000,0,0,0,0,140000,2540699
28-Jul-2020 17:00UTC,14000,42528,140000,570560,0,0,2110140
28-Jul-2020 18:00UTC,14250,36981,142500,454621,0,0,1798019
28-Jul-2020 19:00UTC,14500,0,0,0,0,145000,1798019
28-Jul-2020 20:00UTC,20000,0,0,0,0,200000,1798019
28-Jul-2020 21:00UTC,22500,41246,225000,374914,0,0,1648105
28-Jul-2020 22:00UTC,25500,32423,255000,138456,0,0,1764650
28-Jul-2020 23:00UTC,21000,0,0,0,0,210000,1764650

Orion
---------------
TIME,ACTUAL,FORECAST,SALE,BUY,PENALTY,WASTED,CIH
22-Jul-2020 00:00UTC,53000,0,0,0,0,530000,10000000
22-Jul-2020 01:00UTC,54750,0,0,0,0,547500,10000000
22-Jul-2020 02:00UTC,47000,0,0,0,0,470000,10000000
22-Jul-2020 03:00UTC,40500,0,0,0,0,405000,10000000
22-Jul-2020 04:00UTC,36000,0,0,0,0,360000,10000000
22-Jul-2020 05:00UTC,23000,0,0,0,0,230000,10000000
22-Jul-2020 06:00UTC,14750,0,0,0,0,147500,10000000
22-Jul-2020 07:00UTC,10250,0,0,0,0,102500,10000000
22-Jul-2020 08:00UTC,6750,0,0,0,0,67500,10000000
22-Jul-2020 09:00UTC,8250,0,0,0,0,82500,10000000
22-Jul-2020 10:00UTC,9500,0,0,0,0,95000,10000000
22-Jul-2020 11:00UTC,8000,0,0,0,0,80000,10000000
22-Jul-2020 12:00UTC,6750,0,0,0,0,67500,10000000
22-Jul-2020 13:00UTC,7000,0,0,0,0,70000,10000000
22-Jul-2020 14:00UTC,8750,0,0,0,0,87500,10000000
22-Jul-2020 15:00UTC,10500,0,0,0,0,105000,10000000
22-Jul-2020 16:00UTC,8750,0,0,0,0,87500,10000000
22-Jul-2020 17:00UTC,8750,1001,10014,0,0,77486,10010014
22-Jul-2020 18:00UTC,10000,1001,10011,0,0,89989,10020025
22-Jul-2020 19:00UTC,13000,1001,10012,0,0,119988,10030036
22-Jul-2020 20:00UTC,20250,1001,10006,0,0,192494,10040042
22-Jul-2020 21:00UTC,32500,1000,9998,0,0,315002,10050039
22-Jul-2020 22:00UTC,22250,1000,10000,0,0,212500,10060038
22-Jul-2020 23:00UTC,18250,999,9988,0,0,172512,10070026
23-Jul-2020 00:00UTC,21750,998,9976,0,0,207524,10080002
23-Jul-2020 01:00UTC,23750,997,9975,0,0,227525,10089976
23-Jul-2020 02:00UTC,23500,997,9972,0,0,225028,10099948
23-Jul-2020 03:00UTC,16500,998,9977,0,0,155023,10109924
23-Jul-2020 04:00UTC,10000,998,9980,0,0,90020,10119904
23-Jul-2020 05:00UTC,5750,998,9980,0,0,47520,10129884
23-Jul-2020 06:00UTC,5250,998,9977,0,0,42523,10139860
23-Jul-2020 07:00UTC,6000,998,9977,0,0,50023,10149837
23-Jul-2020 08:00UTC,6000,998,9979,0,0,50021,10159815
23-Jul-2020 09:00UTC,6000,998,9980,0,0,50020,10169795
23-Jul-2020 10:00UTC,6000,998,9978,0,0,50022,10179772
23-Jul-2020 11:00UTC,6000,998,9978,0,0,50022,10189750
23-Jul-2020 12:00UTC,5500,998,9981,0,0,45019,10199730
23-Jul-2020 13:00UTC,5000,999,9986,0,0,40014,10209716
23-Jul-2020 14:00UTC,5750,999,9992,0,0,47508,10219708
23-Jul-2020 15:00UTC,5250,1001,10005,0,0,42495,10229713
23-Jul-2020 16:00UTC,5250,1000,9995,0,0,42505,10239708
23-Jul-2020 17:00UTC,5000,998,9983,0,0,40017,10249691
23-Jul-2020 18:00UTC,7250,999,9990,0,0,62510,10259680
